
AS01794,-31.888611,152.513889,YTRE,TAREE
AS75935,-31.074444,152.769722,YKMP,KEMPSEY
AS09502,-31.435833,152.863333,YPMQ,PORT MACQUARIE
CI98289,-30.676525,-71.400967,SCOT,SANTA ROSA DE TABALI
CI97997,-30.096403,-71.364106,SCQT,LAS TACAS
AR14963,-30.344089,-66.293864,SACT,CHAMICAL
AR14963S,-30.344089,-66.293864,GOR,CHAMICAL
AR99343,-30.956975,-61.526994,SAFS,SUNCHALES AEROCLUB
AR99343S,-30.956975,-61.526994,SCA,SUNCHALES AEROCLUB
BR02967,-30.001867,-52.940836,SSKS,CACHOEIRA DO SUL
SF78587,-30.562164,25.528286,FAHV,GARIEP DAM
SF92727,-30.857408,30.343019,FAMG,MARGATE
AS00062,-30.031667,119.390000,YWDG,WINDARLING
AS00082,-30.769444,120.311944,YEJI,EAST JAURDI
AS55710,-30.789444,121.461667,YPKG,KALGOORLIE BOULDER
AS06003,-30.838056,128.115000,YFRT,FORREST
AS00070,-30.901667,132.183333,YJAC,JACINTH AMBROSIA
AS44307,-30.485000,136.876667,YOLD,OLYMPIC DAM
AS44801,-30.598333,138.425833,YLEC,LEIGH CREEK
AS96104,-30.039167,145.951667,YBKE,BOURKE
AS91410,-30.032778,148.125833,YWLG,WALGETT
AS18424,-30.983333,148.375556,YCNM,COONAMBLE
AS58950,-30.319167,149.827222,YNBR,NARRABRI
AS99699,-30.961111,150.250556,YGDH,GUNNEDAH
AS29442,-30.528056,151.617222,YARM,ARMIDALE
AS94590,-30.320556,153.116389,YCFS,COFFS HARBOUR
CI28038,-29.916464,-71.199578,SCSE,LA FLORIDA
CI21395,-29.144886,-70.887772,SCEC,PELICANO
AR70558,-29.224169,-67.439544,SANO,CHILECITO
AR70558S,-29.224169,-67.439544,ITO,CHILECITO
AR48120,-29.381636,-66.795839,SANL,LA RIOJA
AR48120S,-29.381636,-66.795839,LAR,LA RIOJA
